cm,0.00,0.10,0.20,0.30,0.40,0.50,0.60,0.70,0.80,0.90
-180.000,0.03877427,0.03877427,0.03877427,0.03877427,0.04187533,0.04689022,0.05486847,0.06852190,0.09277324,0.06943946
-150.000,0.37361389,0.37361389,0.37361389,0.37361389,0.38280445,0.39637941,0.41597375,0.44191474,0.48148531,0.67967367
-120.000,0.45841637,0.45841637,0.45841637,0.45841637,0.46683264,0.47795725,0.49258456,0.50862968,0.53650308,0.69088405
-90.000,0.40814287,0.40814287,0.40814287,0.40814287,0.41631955,0.42704469,0.44085822,0.45828572,0.48819155,0.63375419
-60.000,0.27734107,0.27734107,0.27734107,0.27734107,0.28552812,0.29710275,0.31365767,0.33790201,0.37737021,0.54432172
-30.000,0.11834346,0.11834346,0.11834346,0.11834346,0.12267630,0.12965551,0.14162459,0.16451320,0.21434188,0.40824828
-25.000,0.09479340,0.09479340,0.09479340,0.09479340,0.09785552,0.10291612,0.11204797,0.13102526,0.17896007,0.40318790
-24.000,0.09040333,0.09040333,0.09040333,0.09040333,0.09319350,0.09782595,0.10629375,0.12421887,0.17122820,0.39333898
-23.000,0.08609576,0.08609576,0.08609576,0.08609576,0.08861113,0.09279072,0.10055856,0.11733978,0.16325137,0.38318837
-22.000,0.08190137,0.08190137,0.08190137,0.08190137,0.08411312,0.08785134,0.09488208,0.11041160,0.15496206,0.37257579
-21.000,0.07778678,0.07778678,0.07778678,0.07778678,0.07973199,0.08301213,0.08928017,0.10347154,0.14629681,0.36159873
-20.000,0.07376762,0.07376762,0.07376762,0.07376762,0.07542457,0.07823630,0.08371141,0.09647135,0.13719940,0.35013190
-19.000,0.06977481,0.06977481,0.06977481,0.06977481,0.07113887,0.07349405,0.07817657,0.08943101,0.12766537,0.33820313
-18.000,0.06591277,0.06591277,0.06591277,0.06591277,0.06696750,0.06880387,0.07266782,0.08236316,0.11760631,0.32550943
-17.000,0.06201117,0.06201117,0.06201117,0.06201117,0.06273157,0.06407480,0.06710167,0.07518555,0.10699290,0.31223095
-16.000,0.05797953,0.05797953,0.05797953,0.05797953,0.05845404,0.05929811,0.06157026,0.06800653,0.09579895,0.29819673
-15.000,0.04888868,0.04888868,0.04888868,0.04888868,0.05392455,0.05430101,0.05587729,0.06067250,0.08394996,0.28315455
-14.000,0.04389348,0.04389348,0.04389348,0.04389348,0.04642178,0.04893313,0.04998844,0.05325631,0.07133781,0.26658073
-13.000,0.02992292,0.02992292,0.02992292,0.02992292,0.03848175,0.04299469,0.04386171,0.04572668,0.05807520,0.24872990
-12.000,0.02954248,0.02954248,0.02954248,0.02954248,0.02988281,0.03601991,0.03734679,0.03804003,0.04410904,0.23065198
-11.000,-0.02652186,-0.02652186,-0.02652186,-0.02652186,0.01446320,0.02641228,0.03035634,0.03000422,0.02973310,0.20861527
-10.000,-0.02351553,-0.02351553,-0.02351553,-0.02351553,-0.02473658,0.00957094,0.01915724,0.02136910,0.01512764,0.18861422
-9.000,-0.01925207,-0.01925207,-0.01925207,-0.01925207,-0.02964816,-0.00673551,0.00796515,0.01151523,-0.00003230,0.16560732
-8.000,-0.01619867,-0.01619867,-0.01619867,-0.01619867,-0.02364599,-0.02160112,-0.00294865,-0.00073187,-0.01378233,0.14175518
-7.000,-0.01395062,-0.01395062,-0.01395062,-0.01395062,-0.01700620,-0.03216058,-0.02575783,-0.02172542,-0.01940166,0.11851511
-6.000,-0.01227306,-0.01227306,-0.01227306,-0.01227306,-0.01414055,-0.02452449,-0.03797966,-0.04180234,-0.02216380,0.09354768
-5.000,-0.01102949,-0.01102949,-0.01102949,-0.01102949,-0.01224087,-0.01619143,-0.02972593,-0.03977621,-0.02177309,0.06215734
-4.000,-0.01012477,-0.01012477,-0.01012477,-0.01012477,-0.01093453,-0.01268627,-0.02071731,-0.03275295,-0.01681787,0.03048499
-3.000,-0.00949065,-0.00949065,-0.00949065,-0.00949065,-0.01004771,-0.01111046,-0.01393695,-0.02197185,-0.00922183,0.00254434
-2.000,-0.00905734,-0.00905734,-0.00905734,-0.00905734,-0.00946439,-0.01014219,-0.01130856,-0.01479465,-0.01504689,-0.01485006
-1.000,-0.00877221,-0.00877221,-0.00877221,-0.00877221,-0.00908775,-0.00952601,-0.01011155,-0.01070338,-0.02037986,-0.02254653
0.000,-0.00857615,-0.00857615,-0.00857615,-0.00857615,-0.00881924,-0.00906424,-0.00918000,-0.00746599,-0.02753002,-0.03387919
1.000,-0.00840401,-0.00840401,-0.00840401,-0.00840401,-0.00856817,-0.00859734,-0.00810877,-0.00357267,-0.01980314,-0.05354653
2.000,-0.00820843,-0.00820843,-0.00820843,-0.00820843,-0.00826274,-0.00797651,-0.00644759,-0.00073206,-0.01202145,-0.07786161
3.000,-0.00795258,-0.00795258,-0.00795258,-0.00795258,-0.00782705,-0.00704850,-0.00319423,0.00179175,-0.00887866,-0.10411300
4.000,-0.00758370,-0.00758370,-0.00758370,-0.00758370,-0.00718633,-0.00565429,0.00305534,0.00148258,-0.00916989,-0.13009617
5.000,-0.00705457,-0.00705457,-0.00705457,-0.00705457,-0.00626073,-0.00358701,0.01022560,-0.00415633,-0.01218105,-0.15435605
6.000,-0.00631116,-0.00631116,-0.00631116,-0.00631116,-0.00495874,-0.00057150,0.01581519,-0.01149949,-0.01757987,-0.17935912
7.000,-0.00530381,-0.00530381,-0.00530381,-0.00530381,-0.00318473,0.00449740,0.00946923,-0.01863996,-0.02490323,-0.20111537
8.000,-0.00398110,-0.00398110,-0.00398110,-0.00398110,-0.00085226,0.01185796,0.00043303,-0.02555168,-0.03421610,-0.22059497
9.000,-0.00234174,-0.00234174,-0.00234174,-0.00234174,0.00209069,0.02077287,-0.00324067,-0.03228135,-0.04445765,-0.24360368
10.000,-0.00031879,-0.00031879,-0.00031879,-0.00031879,0.00583637,0.02253661,-0.01461755,-0.03879110,-0.05548546,-0.26008314
11.000,0.00206786,0.00206786,0.00206786,0.00206786,0.01094585,0.01242128,-0.02603154,-0.04570626,-0.06614002,-0.27601546
12.000,0.00471000,0.00471000,0.00471000,0.00471000,0.01590087,-0.01188612,-0.03638816,-0.05301293,-0.07694434,-0.29124838
13.000,0.00732566,0.00732566,0.00732566,0.00732566,0.01650677,-0.01949541,-0.04319324,-0.06049332,-0.08784584,-0.30529741
14.000,0.00916373,0.00916373,0.00916373,0.00916373,0.00368689,-0.02869850,-0.05293332,-0.06796572,-0.09849904,-0.31853002
15.000,0.00752617,0.00752617,0.00752617,0.00752617,-0.01905504,-0.04082138,-0.06097414,-0.07546636,-0.10895441,-0.33110115
16.000,-0.01341749,-0.01341749,-0.01341749,-0.01341749,-0.03513847,-0.05094687,-0.06893074,-0.08312689,-0.11905047,-0.34306812
17.000,-0.04159529,-0.04159529,-0.04159529,-0.04159529,-0.04792800,-0.06104822,-0.07649121,-0.09091307,-0.12857541,-0.35451683
18.000,-0.05390282,-0.05390282,-0.05390282,-0.05390282,-0.05818740,-0.06950203,-0.08338606,-0.09856891,-0.13787366,-0.36538503
19.000,-0.06366984,-0.06366984,-0.06366984,-0.06366984,-0.06726415,-0.07682244,-0.08988969,-0.10591239,-0.14688885,-0.37570411
20.000,-0.07229121,-0.07229121,-0.07229121,-0.07229121,-0.07560304,-0.08377693,-0.09633034,-0.11319652,-0.15598133,-0.38557723
21.000,-0.08024064,-0.08024064,-0.08024064,-0.08024064,-0.08354557,-0.09096023,-0.10281827,-0.12042133,-0.16467826,-0.39511010
22.000,-0.08799222,-0.08799222,-0.08799222,-0.08799222,-0.09171659,-0.09860182,-0.10925239,-0.12759313,-0.17290869,-0.40428382
23.000,-0.09639038,-0.09639038,-0.09639038,-0.09639038,-0.09972800,-0.10533090,-0.11567882,-0.13476811,-0.18077958,-0.41308636
24.000,-0.10279831,-0.10279831,-0.10279831,-0.10279831,-0.10599572,-0.11154340,-0.12201583,-0.14178588,-0.18842927,-0.42163715
25.000,-0.10828085,-0.10828085,-0.10828085,-0.10828085,-0.11174563,-0.11760249,-0.12821588,-0.14868796,-0.19584969,-0.42989096
30.000,-0.13247672,-0.13247672,-0.13247672,-0.13247672,-0.13755032,-0.14531398,-0.15813644,-0.18160799,-0.23013990,-0.46063408
60.000,-0.28413260,-0.28413260,-0.28413260,-0.28413260,-0.29235020,-0.30403560,-0.32075065,-0.34523013,-0.38429183,-0.55000836
90.000,-0.40530270,-0.40530270,-0.40530270,-0.40530270,-0.41342688,-0.42418894,-0.43837819,-0.45703405,-0.48714772,-0.63265431
120.000,-0.45248634,-0.45248634,-0.45248634,-0.45248634,-0.46063876,-0.47126037,-0.48471576,-0.50140762,-0.52944613,-0.68365276
150.000,-0.37406647,-0.37406647,-0.37406647,-0.37406647,-0.38254768,-0.39482161,-0.41236529,-0.43568611,-0.47192106,-0.70203972
180.000,0.03877427,0.03877427,0.03877427,0.03877427,0.04187533,0.04689022,0.05486847,0.06852190,0.09277324,0.06943946
